name,era,url
Fernando Suarez,Contemporary,https://www.cglib.org/category/20th-century/suarez-fernando/
Alexandre Tansman,Contemporary,https://www.cglib.org/category/20th-century/tansman-alexandre/
Giorgio Tartra,Contemporary,https://www.cglib.org/category/20th-century/tartra-giorgio/
Mario Castelnuovo Tedesco,Contemporary,https://www.cglib.org/category/20th-century/tedesco-mario-castelnuovo/
Benvenuto Terzi,Contemporary,https://www.cglib.org/category/20th-century/terzi-benvenuto/
Emil Thoroddsen,Contemporary,https://www.cglib.org/category/20th-century/thoroddsen-emil/
Eduardo Torres,Contemporary,https://www.cglib.org/category/20th-century/torres-eduardo/
Federico Moreno Torroba,Contemporary,https://www.cglib.org/category/20th-century/torroba-federico-moreno/
Claudio Trasatti,Contemporary,https://www.cglib.org/category/20th-century/trasatti-claudio/
Joaquín Turina,Contemporary,https://www.cglib.org/category/20th-century/turina-joaquin/
Emilio Valle,Contemporary,https://www.cglib.org/category/20th-century/valle-emilio/
Floreal G Vallespir Peyrón,Contemporary,https://www.cglib.org/category/20th-century/vallespir-peyron-floreal-g/
Garcia Venancio Velasco,Contemporary,https://www.cglib.org/category/20th-century/velasco-garcia-venancio/
Ricardo Julio Vergara Zuloaga,Contemporary,https://www.cglib.org/category/20th-century/vergara-zuloaga-ricardo-julio/
Mario Vicari,Contemporary,https://www.cglib.org/category/20th-century/vicari-mario/
León Vicente Gascón,Contemporary,https://www.cglib.org/category/20th-century/vicente-gascon-leon/
Heitor Villa-Lobos,Contemporary,https://www.cglib.org/category/20th-century/villa-lobos-heitor/
Roberto De Vittorio,Contemporary,https://www.cglib.org/category/20th-century/vittorio-roberto-de/
Ad Werner,Contemporary,https://www.cglib.org/category/20th-century/werner-ad/
Eugène Ysaye,Contemporary,https://www.cglib.org/category/20th-century/ysaye-eugene/
Johann Paul Zilcher,Contemporary,https://www.cglib.org/category/20th-century/zilcher-johann-paul/
